I0624 20:37:35.970782 16949 fragment_loader.cc:23] [worker1]: Begin loading rfile...
I0624 20:37:36.028973 16596 fragment_loader.cc:23] [worker2]: Begin loading rfile...
I0624 20:37:36.077271  7065 fragment_loader.cc:23] [worker3]: Begin loading rfile...
I0624 20:37:36.084792 25120 fragment_loader.cc:23] [worker8]: Begin loading rfile...
I0624 20:37:36.134640 17934 fragment_loader.cc:23] [worker7]: Begin loading rfile...
I0624 20:37:36.095073 17645 fragment_loader.cc:23] [worker6]: Begin loading rfile...
I0624 20:37:35.724373 30372 fragment_loader.cc:23] [worker5]: Begin loading rfile...
I0624 20:37:36.067687 23633 fragment_loader.cc:23] [worker4]: Begin loading rfile...
I0624 20:37:37.258740 30372 fragment_loader.cc:51] [worker5]: Finished loading rfile...
I0624 20:38:18.021155 23648 pagerankX.cc:154] TrainLog: fid-83;0.002272;24661;18705;43366;145849;13791;
I0624 20:38:17.925329 16961 pagerankX.cc:154] TrainLog: fid-48;0.00249;28065;26737;54802;208281;20020;
I0624 20:38:18.038888 25134 pagerankX.cc:154] TrainLog: fid-71;0.002055;28069;19512;47581;216664;14235;
I0624 20:38:18.031566  7731 pagerankX.cc:154] TrainLog: fid-98;0.00216;27487;23957;51444;141123;23876;
I0624 20:38:18.021203 23643 pagerankX.cc:154] TrainLog: fid-43;0.002277;9479;41312;50791;99204;23382;
I0624 20:38:17.925479 16962 pagerankX.cc:154] TrainLog: fid-56;0.002645;24463;32785;57248;202743;26201;
I0624 20:38:18.038947 25136 pagerankX.cc:154] TrainLog: fid-87;0.002098;22423;28319;50742;194312;26773;
I0624 20:38:18.031663  7722 pagerankX.cc:154] TrainLog: fid-26;0.002292;28037;23125;51162;185035;24895;
I0624 20:38:18.021394 23644 pagerankX.cc:154] TrainLog: fid-51;0.002526;28073;22377;50450;176801;17807;
I0624 20:38:17.925540 16970 pagerankX.cc:154] TrainLog: fid-120;0.002704;20804;32798;53602;215744;29142;
I0624 20:38:18.039006 25148 pagerankX.cc:154] TrainLog: fid-183;0.002158;14096;40230;54326;147425;20442;
I0624 20:38:18.031759  7726 pagerankX.cc:154] TrainLog: fid-58;0.002402;28074;21511;49585;242929;31410;
I0624 20:38:18.021558 23651 pagerankX.cc:154] TrainLog: fid-107;0.002631;23465;31059;54524;204669;26450;
I0624 20:38:18.021567 23645 pagerankX.cc:154] TrainLog: fid-59;0.002637;28066;26579;54645;245854;21370;
I0624 20:38:18.021638 23642 pagerankX.cc:154] TrainLog: fid-35;0.002693;28000;29542;57542;217299;28031;
I0624 20:38:17.925771 16960 pagerankX.cc:154] TrainLog: fid-40;0.002995;28066;33030;61096;396132;46815;
I0624 20:38:18.031839  7720 pagerankX.cc:154] TrainLog: fid-10;0.002467;24481;28261;52742;240672;23648;
I0624 20:38:18.031981  7725 pagerankX.cc:154] TrainLog: fid-50;0.002593;23280;34912;58192;212902;37219;
I0624 20:38:18.049367 17662 pagerankX.cc:154] TrainLog: fid-77;0.002543;28048;31977;60025;299527;26439;
I0624 20:38:17.984098 16610 pagerankX.cc:154] TrainLog: fid-73;0.002964;28061;32260;60321;270826;30567;
I0624 20:38:18.032121  7723 pagerankX.cc:154] TrainLog: fid-34;0.00275;26150;32676;58826;192746;28936;
I0624 20:38:18.049463 17666 pagerankX.cc:154] TrainLog: fid-109;0.002632;27965;28927;56892;260765;25320;
I0624 20:38:17.926067 16965 pagerankX.cc:154] TrainLog: fid-80;0.003294;28075;34219;62294;441674;63814;
I0624 20:38:18.049512 17658 pagerankX.cc:154] TrainLog: fid-45;0.002704;28056;35534;63590;254021;26570;
I0624 20:38:18.049635 17676 pagerankX.cc:154] TrainLog: fid-189;0.001429;16696;15979;32675;96211;12044;
I0624 20:38:18.022004 23652 pagerankX.cc:154] TrainLog: fid-115;0.003089;28076;37307;65383;247878;34029;
I0624 20:38:18.039552 25139 pagerankX.cc:154] TrainLog: fid-111;0.002705;28078;33639;61717;305505;40050;
I0624 20:38:17.926167 16963 pagerankX.cc:154] TrainLog: fid-64;0.003396;27433;58598;86031;366121;50519;
I0624 20:38:18.039685 25143 pagerankX.cc:154] TrainLog: fid-143;0.002518;16325;33087;49412;288826;24814;
I0624 20:38:17.926337 16968 pagerankX.cc:154] TrainLog: fid-104;0.001948;23245;26697;49942;199291;23200;
I0624 20:38:17.984496 16621 pagerankX.cc:154] TrainLog: fid-161;0.002913;22218;43983;66201;235550;32232;
I0624 20:38:17.984513 16608 pagerankX.cc:154] TrainLog: fid-57;0.00338;28062;26280;54342;339961;81179;
I0624 20:38:17.984513 16602 pagerankX.cc:154] TrainLog: fid-9;0.003395;28067;46571;74638;284830;43098;
I0624 20:38:17.984688 16617 pagerankX.cc:154] TrainLog: fid-129;0.00349;22412;48463;70875;302710;37813;
I0624 20:38:18.039960 25146 pagerankX.cc:154] TrainLog: fid-167;0.002428;25007;30521;55528;186226;32494;
I0624 20:38:17.984746 16618 pagerankX.cc:154] TrainLog: fid-137;0.002207;28066;25031;53097;183683;24723;
I0624 20:38:17.984761 16607 pagerankX.cc:154] TrainLog: fid-49;0.003629;27750;39340;67090;410355;36220;
I0624 20:38:18.032634  7733 pagerankX.cc:154] TrainLog: fid-114;0.003223;21866;52142;74008;297677;38860;
I0624 20:38:18.022482 23650 pagerankX.cc:154] TrainLog: fid-99;0.001868;18872;24069;42941;163937;18663;
I0624 20:38:18.020588 23657 pagerankX.cc:154] TrainLog: fid-147;0.001659;26333;12243;38576;124385;10490;
I0624 20:38:18.040168 25130 pagerankX.cc:154] TrainLog: fid-39;0.003337;28076;44536;72612;343668;48236;
I0624 20:38:17.984975 16619 pagerankX.cc:154] TrainLog: fid-145;0.00378;28070;52604;80674;350227;53781;
I0624 20:38:18.032960  7739 pagerankX.cc:154] TrainLog: fid-162;0.001795;7926;39048;46974;89837;20612;
I0624 20:38:18.040222 25129 pagerankX.cc:154] TrainLog: fid-31;0.003395;28077;34854;62931;267123;30982;
I0624 20:38:17.985054 16624 pagerankX.cc:154] TrainLog: fid-185;0.002721;28039;24817;52856;221158;22072;
I0624 20:38:17.927026 16971 pagerankX.cc:154] TrainLog: fid-128;0.002241;16290;40444;56734;146598;30777;
I0624 20:38:18.033141  7729 pagerankX.cc:154] TrainLog: fid-82;0.002945;26049;51731;77780;268664;42263;
I0624 20:38:18.022969 23660 pagerankX.cc:154] TrainLog: fid-171;0.003199;28066;37345;65411;305792;29057;
I0624 20:38:18.022971 23662 pagerankX.cc:154] TrainLog: fid-187;0.001692;16350;21051;37401;121935;10539;
I0624 20:38:18.022994 23640 pagerankX.cc:154] TrainLog: fid-19;0.002197;11623;38343;49966;130268;20692;
I0624 20:38:18.050556 17669 pagerankX.cc:154] TrainLog: fid-133;0.002007;28075;21592;49667;228602;18203;
I0624 20:38:18.050720 17670 pagerankX.cc:154] TrainLog: fid-141;0.003263;27185;48260;75445;340904;46209;
I0624 20:38:18.023125 23639 pagerankX.cc:154] TrainLog: fid-11;0.004258;28024;58029;86053;405711;50611;
I0624 20:38:17.927212 16973 pagerankX.cc:154] TrainLog: fid-144;0.002933;27965;34975;62940;284166;43689;
I0624 20:38:18.050742 17674 pagerankX.cc:154] TrainLog: fid-173;0.002423;14470;41554;56024;201898;31318;
I0624 20:38:18.090826 17954 pagerankX.cc:154] TrainLog: fid-118;0.0012;21284;10715;31999;96768;7765;
I0624 20:38:18.050773 17671 pagerankX.cc:154] TrainLog: fid-149;0.002297;15947;34120;50067;163547;30166;
I0624 20:38:18.040779 25137 pagerankX.cc:154] TrainLog: fid-95;0.003934;28054;70737;98791;372638;85407;
I0624 20:38:17.927414 16977 pagerankX.cc:154] TrainLog: fid-176;0.002099;28073;27157;55230;235355;23884;
I0624 20:38:17.985649 16614 pagerankX.cc:154] TrainLog: fid-105;0.002694;28068;31885;59953;243356;24479;
I0624 20:38:18.050871 17657 pagerankX.cc:154] TrainLog: fid-37;0.004065;28075;57369;85444;433862;55256;
I0624 20:38:18.040839 25145 pagerankX.cc:154] TrainLog: fid-159;0.002701;19521;42957;62478;227148;34777;
I0624 20:38:17.927525 16975 pagerankX.cc:154] TrainLog: fid-160;0.003391;28070;46278;74348;347985;52961;
I0624 20:38:18.050945 17673 pagerankX.cc:154] TrainLog: fid-165;0.002592;28066;19479;47545;425480;27826;
I0624 20:38:18.050977 17668 pagerankX.cc:154] TrainLog: fid-125;0.002292;28074;27727;55801;230758;25984;
I0624 20:38:18.091118 17950 pagerankX.cc:154] TrainLog: fid-86;0.001409;24288;13735;38023;134072;9466;
I0624 20:38:18.033708  7741 pagerankX.cc:154] TrainLog: fid-178;0.002388;28065;23865;51930;286317;21094;
I0624 20:38:18.041082 25149 pagerankX.cc:154] TrainLog: fid-191;0.002521;24336;36605;60941;193902;32679;
I0624 20:38:18.033879  7721 pagerankX.cc:154] TrainLog: fid-18;0.004554;28065;59860;87925;455061;82199;
I0624 20:38:18.041164 25133 pagerankX.cc:154] TrainLog: fid-63;0.002171;28063;27962;56025;247243;25968;
I0624 20:38:18.023674 23659 pagerankX.cc:154] TrainLog: fid-163;0.003239;28057;53163;81220;292381;35782;
I0624 20:38:18.041210 25147 pagerankX.cc:154] TrainLog: fid-175;0.002282;28063;27920;55983;177448;25194;
I0624 20:38:17.986076 16601 pagerankX.cc:154] TrainLog: fid-1;0.003131;26838;32376;59214;399901;29063;
I0624 20:38:17.986081 16611 pagerankX.cc:154] TrainLog: fid-81;0.002579;28073;27233;55306;245605;23332;
I0624 20:38:18.034034  7742 pagerankX.cc:154] TrainLog: fid-186;0.002411;28030;25969;53999;249700;25703;
I0624 20:38:18.051425 17654 pagerankX.cc:154] TrainLog: fid-21;0.004611;25465;78047;103512;405040;65028;
I0624 20:38:18.023840 23641 pagerankX.cc:154] TrainLog: fid-27;0.004976;28071;78385;106456;454422;73284;
I0624 20:38:18.091482 17942 pagerankX.cc:154] TrainLog: fid-22;0.00186;27900;13648;41548;201288;9955;
I0624 20:38:17.927961 16976 pagerankX.cc:154] TrainLog: fid-168;0.003292;28077;49077;77154;353850;56209;
I0624 20:38:18.041549 25144 pagerankX.cc:154] TrainLog: fid-151;0.00335;28073;39704;67777;308146;36931;
I0624 20:38:18.034260  7736 pagerankX.cc:154] TrainLog: fid-138;0.002955;28073;31588;59661;228416;29198;
I0624 20:38:18.024150 23655 pagerankX.cc:154] TrainLog: fid-139;0.002906;27221;38307;65528;255811;36668;
I0624 20:38:18.091861 17948 pagerankX.cc:154] TrainLog: fid-70;0.002262;24454;21779;46233;193885;15534;
I0624 20:38:17.928450 16969 pagerankX.cc:154] TrainLog: fid-112;0.005609;28078;92681;120759;468111;100716;
I0624 20:38:17.986685 16623 pagerankX.cc:154] TrainLog: fid-177;0.003565;28065;46740;74805;454642;48789;
I0624 20:38:18.051968 17667 pagerankX.cc:154] TrainLog: fid-117;0.00513;28074;66901;94975;567385;91088;
I0624 20:38:18.041905 25142 pagerankX.cc:154] TrainLog: fid-135;0.005059;28022;81579;109601;562057;78189;
I0624 20:38:18.052050 17675 pagerankX.cc:154] TrainLog: fid-181;0.003354;28066;40841;68907;374704;50300;
I0624 20:38:18.092164 17947 pagerankX.cc:154] TrainLog: fid-62;0.002451;16719;36638;53357;226167;34052;
I0624 20:38:17.928608 16974 pagerankX.cc:154] TrainLog: fid-152;0.003215;28071;45605;73676;304625;45555;
I0624 20:38:17.986793 16613 pagerankX.cc:154] TrainLog: fid-97;0.004439;27934;49005;76939;547706;41305;
I0624 20:38:17.928798 16972 pagerankX.cc:154] TrainLog: fid-136;0.003285;27400;47677;75077;321305;44807;
I0624 20:38:18.034919  7738 pagerankX.cc:154] TrainLog: fid-154;0.00322;28050;48213;76263;333487;50968;
I0624 20:38:18.034962  7728 pagerankX.cc:154] TrainLog: fid-74;0.005601;28069;72323;100392;664863;86829;
I0624 20:38:18.024843 23638 pagerankX.cc:154] TrainLog: fid-3;0.004086;27877;63913;91790;376961;50836;
I0624 20:38:17.987157 16603 pagerankX.cc:154] TrainLog: fid-17;0.006045;28050;106770;134820;669749;117077;
I0624 20:38:18.092628 17953 pagerankX.cc:154] TrainLog: fid-110;0.002921;28055;34651;62706;239115;28220;
I0624 20:38:18.092780 17951 pagerankX.cc:154] TrainLog: fid-94;0.003142;25657;43013;68670;308732;36974;
I0624 20:38:18.092897 17955 pagerankX.cc:154] TrainLog: fid-126;0.003189;26111;30885;56996;349911;18492;
I0624 20:38:17.929560 16978 pagerankX.cc:154] TrainLog: fid-184;0.004657;28069;68765;96834;468907;73144;
I0624 20:38:17.929610 16955 pagerankX.cc:154] TrainLog: fid-0;0.006832;28073;68326;96399;360628;62959;
I0624 20:38:18.093256 17961 pagerankX.cc:154] TrainLog: fid-174;0.003614;28057;47294;75351;347369;46534;
I0624 20:38:18.093343 17943 pagerankX.cc:154] TrainLog: fid-30;0.00372;28066;47344;75410;397310;39087;
I0624 20:38:18.093353 17946 pagerankX.cc:154] TrainLog: fid-54;0.003723;28079;45682;73761;332155;45032;
I0624 20:38:18.053331 17672 pagerankX.cc:154] TrainLog: fid-157;0.005556;28073;67024;95097;544618;93337;
I0624 20:38:18.036078  7719 pagerankX.cc:154] TrainLog: fid-2;0.006758;28060;108036;136096;671371;140967;
I0624 20:38:18.093583 17941 pagerankX.cc:154] TrainLog: fid-14;0.002716;28078;30744;58822;299107;28857;
I0624 20:38:18.043674 25132 pagerankX.cc:154] TrainLog: fid-55;0.004872;28076;59780;87856;676992;86470;
I0624 20:38:18.036414  7734 pagerankX.cc:154] TrainLog: fid-122;0.004391;28075;60168;88243;565068;73449;
I0624 20:38:18.036535  7724 pagerankX.cc:154] TrainLog: fid-42;0.007149;28076;125198;153274;640751;161555;
I0624 20:38:18.094035 17952 pagerankX.cc:154] TrainLog: fid-102;0.00433;28075;58343;86418;369814;54820;
I0624 20:38:17.988808 16612 pagerankX.cc:154] TrainLog: fid-89;0.004286;28068;72197;100265;363646;77246;
I0624 20:38:18.094316 17958 pagerankX.cc:154] TrainLog: fid-150;0.001486;27796;14610;42406;127284;17767;
I0624 20:38:18.037221  7740 pagerankX.cc:154] TrainLog: fid-170;0.005346;28079;70652;98731;645818;79612;
I0624 20:38:18.094805 17963 pagerankX.cc:154] TrainLog: fid-190;0.00148;28076;12705;40781;129749;12394;
I0624 20:38:18.094915 17957 pagerankX.cc:154] TrainLog: fid-142;0.003024;28052;30799;58851;264922;20121;
I0624 20:38:18.094955 17962 pagerankX.cc:154] TrainLog: fid-182;0.002755;28076;37520;65596;268430;23405;
I0624 20:38:18.094996 17940 pagerankX.cc:154] TrainLog: fid-6;0.005377;28072;57077;85149;642655;63694;
I0624 20:38:18.095350 17956 pagerankX.cc:154] TrainLog: fid-134;0.00383;28066;46769;74835;360219;60678;
I0624 20:38:18.027853 23658 pagerankX.cc:154] TrainLog: fid-155;0.006705;28060;102728;130788;835935;168570;
I0624 20:38:18.095577 17949 pagerankX.cc:154] TrainLog: fid-78;0.005871;28065;95809;123874;588832;97785;
I0624 20:38:18.095723 17945 pagerankX.cc:154] TrainLog: fid-46;0.006092;28071;92111;120182;491463;92534;
I0624 20:38:17.684433 30388 pagerankX.cc:154] TrainLog: fid-92;0.001562;27072;15957;43029;134940;10902;
I0624 20:38:18.045835 25135 pagerankX.cc:154] TrainLog: fid-79;0.007174;28066;79424;107490;567455;86504;
I0624 20:38:18.096048 17944 pagerankX.cc:154] TrainLog: fid-38;0.006417;28075;68470;96545;725007;87171;
I0624 20:38:17.684929 30396 pagerankX.cc:154] TrainLog: fid-156;0.002036;28006;18957;46963;171348;15715;
I0624 20:38:17.685168 30393 pagerankX.cc:154] TrainLog: fid-132;0.002274;22214;23403;45617;224337;15687;
I0624 20:38:18.039490  7735 pagerankX.cc:154] TrainLog: fid-130;0.007701;28050;140793;168843;572161;109345;
I0624 20:38:17.685634 30383 pagerankX.cc:154] TrainLog: fid-52;0.002756;27949;28987;56936;205841;25949;
I0624 20:38:18.097136 17960 pagerankX.cc:154] TrainLog: fid-166;0.005971;28074;97926;126000;669708;95865;
I0624 20:38:17.685928 30395 pagerankX.cc:154] TrainLog: fid-148;0.003035;28038;41984;70022;234177;35771;
I0624 20:38:17.686058 30384 pagerankX.cc:154] TrainLog: fid-60;0.00318;28063;28876;56939;315402;46283;
I0624 20:38:17.686281 30387 pagerankX.cc:154] TrainLog: fid-84;0.003401;28077;41678;69755;258776;34212;
I0624 20:38:17.686406 30378 pagerankX.cc:154] TrainLog: fid-12;0.003526;28047;39007;67054;295246;41668;
I0624 20:38:17.686440 30390 pagerankX.cc:154] TrainLog: fid-108;0.001974;28065;14880;42945;174779;12091;
I0624 20:38:17.686589 30386 pagerankX.cc:154] TrainLog: fid-76;0.003697;26904;48951;75855;335011;46839;
I0624 20:38:18.098289 17959 pagerankX.cc:154] TrainLog: fid-158;0.005626;28063;84742;112805;608259;119452;
I0624 20:38:17.687075 30389 pagerankX.cc:154] TrainLog: fid-100;0.004182;28069;50730;78799;363038;61982;
I0624 20:38:17.687078 30377 pagerankX.cc:154] TrainLog: fid-4;0.00425;28074;56524;84598;328044;52959;
I0624 20:38:17.687220 30380 pagerankX.cc:154] TrainLog: fid-28;0.004341;28075;55867;83942;339102;58599;
I0624 20:38:17.687309 30379 pagerankX.cc:154] TrainLog: fid-20;0.004429;28050;61599;89649;414279;60838;
I0624 20:38:17.687485 30381 pagerankX.cc:154] TrainLog: fid-36;0.004609;28075;61817;89892;395353;73051;
I0624 20:38:17.687732 30392 pagerankX.cc:154] TrainLog: fid-124;0.00253;28073;28659;56732;232118;40949;
I0624 20:38:17.687816 30382 pagerankX.cc:154] TrainLog: fid-44;0.004939;28065;69268;97333;393961;82566;
I0624 20:38:17.688138 30400 pagerankX.cc:154] TrainLog: fid-188;0.002173;28077;23941;52018;177548;25011;
I0624 20:38:17.688266 30385 pagerankX.cc:154] TrainLog: fid-68;0.003288;28072;42664;70736;317607;49824;
I0624 20:38:17.688562 30399 pagerankX.cc:154] TrainLog: fid-180;0.00289;28077;30104;58181;283971;26848;
I0624 20:38:17.689213 30398 pagerankX.cc:154] TrainLog: fid-172;0.003111;25538;34646;60184;235924;30688;
I0624 20:38:17.689657 30391 pagerankX.cc:154] TrainLog: fid-116;0.006764;28069;84288;112357;877584;114593;
I0624 20:38:17.690390 30397 pagerankX.cc:154] TrainLog: fid-164;0.00376;28036;54075;82111;371754;59621;
I0624 20:38:17.691761 30394 pagerankX.cc:154] TrainLog: fid-140;0.004572;24704;97357;122061;357895;73026;
I0624 20:38:18.000419 16616 pagerankX.cc:148] fid: 121	update_sum0.950243
I0624 20:38:18.000448 16616 pagerankX.cc:154] TrainLog: fid-121;0.000222;7561;4035;11596;17144;3855;
I0624 20:38:17.942431 16959 pagerankX.cc:154] TrainLog: fid-32;0.001257;9148;22659;31807;65556;11512;
I0624 20:38:17.942574 16957 pagerankX.cc:154] TrainLog: fid-16;0.001399;28064;13168;41232;130536;11330;
I0624 20:38:17.942737 16966 pagerankX.cc:154] TrainLog: fid-88;0.001541;28060;19652;47712;156910;13154;
I0624 20:38:18.001379 16606 pagerankX.cc:154] TrainLog: fid-41;0.001145;22848;9647;32495;106968;7223;
I0624 20:38:18.001390 16620 pagerankX.cc:154] TrainLog: fid-153;0.001094;7179;17404;24583;53203;10089;
I0624 20:38:17.943205 16964 pagerankX.cc:154] TrainLog: fid-72;0.002026;22083;23253;45336;167491;25600;
I0624 20:38:17.943225 16958 pagerankX.cc:154] TrainLog: fid-24;0.002048;16530;26690;43220;147449;20404;
I0624 20:38:18.049266  7737 pagerankX.cc:154] TrainLog: fid-146;0.000774;27677;5233;32910;114785;3110;
I0624 20:38:18.001596 16622 pagerankX.cc:154] TrainLog: fid-169;0.001304;28076;13738;41814;119640;17625;
I0624 20:38:18.039206 23661 pagerankX.cc:148] fid: 179	update_sum0.85102
I0624 20:38:18.039228 23661 pagerankX.cc:154] TrainLog: fid-179;0.00059;28028;6008;34036;79154;5813;
I0624 20:38:18.039484 23647 pagerankX.cc:154] TrainLog: fid-75;0.000838;14856;8764;23620;32646;7875;
I0624 20:38:17.943648 16956 pagerankX.cc:154] TrainLog: fid-8;0.002484;28066;28152;56218;261977;28055;
I0624 20:38:17.943711 16961 pagerankX.cc:154] TrainLog: fid-48;0.002534;28065;26737;54802;208281;20020;
I0624 20:38:17.943723 16967 pagerankX.cc:154] TrainLog: fid-96;0.002526;28053;33078;61131;205776;32334;
I0624 20:38:18.001963 16615 pagerankX.cc:154] TrainLog: fid-113;0.001739;28076;16520;44596;158538;14163;
I0624 20:38:18.001969 16609 pagerankX.cc:154] TrainLog: fid-65;0.001736;27985;20022;48007;159542;19164;
I0624 20:38:17.943855 16962 pagerankX.cc:154] TrainLog: fid-56;0.002681;24463;32785;57248;202743;26201;
I0624 20:38:17.943900 16970 pagerankX.cc:154] TrainLog: fid-120;0.002736;20804;32798;53602;215744;29142;
I0624 20:38:18.002187 16605 pagerankX.cc:154] TrainLog: fid-33;0.001971;21245;25920;47165;168185;20716;
I0624 20:38:17.944190 16960 pagerankX.cc:154] TrainLog: fid-40;0.003007;28066;33030;61096;396132;46815;
I0624 20:38:18.050282  7727 pagerankX.cc:154] TrainLog: fid-66;0.001801;22346;18633;40979;133061;13719;
I0624 20:38:18.067706 17655 pagerankX.cc:154] TrainLog: fid-29;0.000647;8868;9307;18175;28860;7361;
I0624 20:38:18.067729 17664 pagerankX.cc:148] fid: 93	update_sum3.91956
I0624 20:38:18.067752 17664 pagerankX.cc:154] TrainLog: fid-93;0.00075;28063;14593;42656;119536;7955;
I0624 20:38:18.040117 23649 pagerankX.cc:154] TrainLog: fid-91;0.001419;28077;12201;40278;117324;13439;
I0624 20:38:18.002487 16604 pagerankX.cc:154] TrainLog: fid-25;0.002264;28077;19981;48058;282176;17358;
I0624 20:38:18.050352  7732 pagerankX.cc:154] TrainLog: fid-106;0.001847;25564;14921;40485;177512;15170;
I0624 20:38:18.067886 17652 pagerankX.cc:154] TrainLog: fid-5;0.000929;28016;9529;37545;76192;17125;
I0624 20:38:18.050374  7730 pagerankX.cc:154] TrainLog: fid-90;0.001905;16882;22124;39006;122084;16673;
I0624 20:38:18.050626  7731 pagerankX.cc:154] TrainLog: fid-98;0.002155;27487;23957;51444;141123;23882;
I0624 20:38:18.040254 23654 pagerankX.cc:154] TrainLog: fid-131;0.001621;24973;11439;36412;100914;10004;
I0624 20:38:17.944541 16965 pagerankX.cc:154] TrainLog: fid-80;0.003361;28075;34219;62294;441674;63814;
I0624 20:38:18.040477 23653 pagerankX.cc:154] TrainLog: fid-123;0.001841;28074;15051;43125;145848;14421;
I0624 20:38:17.944620 16963 pagerankX.cc:154] TrainLog: fid-64;0.003442;27433;58598;86031;366121;50519;
I0624 20:38:18.050771  7722 pagerankX.cc:154] TrainLog: fid-26;0.002294;28037;23125;51162;185035;24895;
I0624 20:38:17.944749 16968 pagerankX.cc:154] TrainLog: fid-104;0.001978;23245;26697;49942;199291;23200;
I0624 20:38:18.050913  7726 pagerankX.cc:154] TrainLog: fid-58;0.002421;28074;21511;49585;242929;31411;
I0624 20:38:18.003036 16610 pagerankX.cc:154] TrainLog: fid-73;0.002804;28061;32260;60321;270826;30567;
I0624 20:38:17.944890 16955 pagerankX.cc:154] TrainLog: fid-0;0.003725;28073;68326;96399;360628;62959;
I0624 20:38:18.050941  7720 pagerankX.cc:154] TrainLog: fid-10;0.002463;24481;28261;52742;240672;23649;
I0624 20:38:18.068413 17665 pagerankX.cc:154] TrainLog: fid-101;0.00137;28074;10985;39059;128875;11708;
I0624 20:38:18.051118  7725 pagerankX.cc:154] TrainLog: fid-50;0.002637;23280;34912;58192;212902;37261;
I0624 20:38:18.040885 23648 pagerankX.cc:154] TrainLog: fid-83;0.002239;24661;18705;43366;145849;13798;
I0624 20:38:18.040901 23646 pagerankX.cc:154] TrainLog: fid-67;0.002207;28070;22337;50407;193338;13041;
I0624 20:38:18.068581 17653 pagerankX.cc:154] TrainLog: fid-13;0.001522;23103;13720;36823;109550;10820;
I0624 20:38:18.058532 25138 pagerankX.cc:154] TrainLog: fid-103;0.000631;12953;6185;19138;80562;3539;
I0624 20:38:18.068598 17661 pagerankX.cc:154] TrainLog: fid-69;0.001557;28072;14759;42831;140941;12532;
I0624 20:38:18.003381 16621 pagerankX.cc:154] TrainLog: fid-161;0.002915;22218;43983;66201;235550;32232;
I0624 20:38:18.051280  7723 pagerankX.cc:154] TrainLog: fid-34;0.00279;26150;32676;58826;192746;28939;
I0624 20:38:18.068745 17663 pagerankX.cc:154] TrainLog: fid-85;0.00168;12262;23554;35816;91716;18975;
I0624 20:38:18.041121 23662 pagerankX.cc:154] TrainLog: fid-187;0.001866;16350;21051;37401;121935;10539;
I0624 20:38:18.003477 16608 pagerankX.cc:154] TrainLog: fid-57;0.003249;28062;26280;54342;339961;81179;
I0624 20:38:18.041149 23644 pagerankX.cc:154] TrainLog: fid-51;0.002518;28073;22377;50450;176801;17840;
I0624 20:38:18.068871 17660 pagerankX.cc:154] TrainLog: fid-61;0.001832;23506;19914;43420;165739;15387;
I0624 20:38:18.003530 16602 pagerankX.cc:154] TrainLog: fid-9;0.003306;28067;46571;74638;284830;43098;
I0624 20:38:18.068917 17659 pagerankX.cc:154] TrainLog: fid-53;0.001852;28060;16664;44724;147582;16574;
I0624 20:38:18.041347 23651 pagerankX.cc:154] TrainLog: fid-107;0.002654;23465;31059;54524;204669;26454;
I0624 20:38:18.003737 16607 pagerankX.cc:154] TrainLog: fid-49;0.003509;27750;39340;67090;410355;36220;
I0624 20:38:17.945499 16971 pagerankX.cc:154] TrainLog: fid-128;0.00226;16290;40444;56734;146598;30777;
I0624 20:38:18.040369 23657 pagerankX.cc:154] TrainLog: fid-147;0.001671;26333;12243;38576;124385;10494;
I0624 20:38:18.003770 16617 pagerankX.cc:154] TrainLog: fid-129;0.003476;22412;48463;70875;302710;37813;
I0624 20:38:18.003808 16618 pagerankX.cc:154] TrainLog: fid-137;0.002176;28066;25031;53097;183683;24723;
I0624 20:38:18.041353 23645 pagerankX.cc:154] TrainLog: fid-59;0.002655;28066;26579;54645;245854;21371;
I0624 20:38:18.041378 23642 pagerankX.cc:154] TrainLog: fid-35;0.002685;28000;29542;57542;217299;28041;
I0624 20:38:17.945572 16973 pagerankX.cc:154] TrainLog: fid-144;0.002929;27965;34975;62940;284166;43689;
I0624 20:38:18.059090 25131 pagerankX.cc:154] TrainLog: fid-47;0.001202;18832;10368;29200;142081;9249;
I0624 20:38:18.051779  7733 pagerankX.cc:154] TrainLog: fid-114;0.003273;21866;52142;74008;297677;38861;
I0624 20:38:18.069257 17676 pagerankX.cc:154] TrainLog: fid-189;0.001485;16696;15979;32675;96211;12067;
I0624 20:38:18.059254 25140 pagerankX.cc:154] TrainLog: fid-119;0.001323;27776;15217;42993;84009;19972;
I0624 20:38:18.004038 16619 pagerankX.cc:154] TrainLog: fid-145;0.003744;28070;52604;80674;350227;53781;
I0624 20:38:17.945860 16975 pagerankX.cc:154] TrainLog: fid-160;0.00339;28070;46278;74348;347985;52961;
I0624 20:38:18.059260 25126 pagerankX.cc:154] TrainLog: fid-7;0.001385;25632;9132;34764;122590;8064;
I0624 20:38:18.004135 16624 pagerankX.cc:154] TrainLog: fid-185;0.00271;28039;24817;52856;221158;22072;
I0624 20:38:18.041811 23652 pagerankX.cc:154] TrainLog: fid-115;0.003153;28076;37307;65383;247878;34031;
I0624 20:38:17.945911 16977 pagerankX.cc:154] TrainLog: fid-176;0.002156;28073;27157;55230;235355;23884;
I0624 20:38:18.052124  7739 pagerankX.cc:154] TrainLog: fid-162;0.001806;7926;39048;46974;89837;20613;
I0624 20:38:18.069574 17662 pagerankX.cc:154] TrainLog: fid-77;0.002537;28048;31977;60025;299527;26465;
